EmpID,FirstName,LastName,Dept,CourseName,StartDate, Grade ,Room,Instructor,Hours,Price
10474,Nicole,Rathke,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10517,Allen,Lee,SALE,"Microsoft PowerPoint, Level 1",2/9/2018, 3.87 ,G107,Dave Warner,7,$145.00
10517,Allen,Lee,SALE,"Microsoft Word, Level 1",10/31/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
10517,Allen,Lee,SALE,"Microsoft Word, Level 2",11/1/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
10517,Allen,Lee,SALE,"Microsoft Word, Level 3",11/2/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
10544,Maria,Allert,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10544,Maria,Allert,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Excel, Level 1",9/15/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Excel, Level 2",9/16/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Excel, Level 3",9/17/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Access, Level 1",1/19/2018, 3.43 ,G218,Bob Larson,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Access, Level 2",1/20/2018, 3.43 ,G218,Bob Larson,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Access, Level 3",1/21/2018, 3.43 ,G218,Bob Larson,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
10639,Ed,Samuelson,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
10639,Ed,Samuelson,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
10702,Bert,Graves,ACCT,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10702,Bert,Graves,ACCT,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
10853,Jim,Young,PROD,"Microsoft Excel, Level 1",9/15/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10853,Jim,Young,PROD,"Microsoft Excel, Level 2",9/16/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10853,Jim,Young,PROD,"Microsoft Excel, Level 3",9/17/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10853,Jim,Young,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
10853,Jim,Young,PROD,"Microsoft Access, Level 1",1/19/2018, 3.43 ,G218,Bob Larson,7,$145.00
10853,Jim,Young,PROD,"Microsoft Access, Level 2",1/20/2018, 3.43 ,G218,Bob Larson,7,$145.00
10853,Jim,Young,PROD,"Microsoft Access, Level 3",1/21/2018, 3.43 ,G218,Bob Larson,7,$145.00
10853,Jim,Young,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
10853,Jim,Young,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
10853,Jim,Young,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
10853,Jim,Young,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
10876,Fred,Wilson,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10876,Fred,Wilson,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Excel, Level 1",9/15/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Excel, Level 2",9/16/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Excel, Level 3",9/17/2017, 2.63 ,G218,Andrea Forster,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Access, Level 1",1/19/2018, 3.43 ,G218,Bob Larson,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Access, Level 2",1/20/2018, 3.43 ,G218,Bob Larson,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Access, Level 3",1/21/2018, 3.43 ,G218,Bob Larson,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
10881,Christine,Mason,ENGR,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
10881,Christine,Mason,ENGR,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
10884,Dorothy,Franklin,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10884,Dorothy,Franklin,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
10911,Steven,Jones,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
10911,Steven,Jones,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11127,Barbara,Whitfield,SALE,"Microsoft PowerPoint, Level 1",2/9/2018, 3.87 ,G107,Dave Warner,7,$145.00
11127,Barbara,Whitfield,SALE,"Microsoft Word, Level 1",10/31/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11127,Barbara,Whitfield,SALE,"Microsoft Word, Level 2",11/1/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11127,Barbara,Whitfield,SALE,"Microsoft Word, Level 3",11/2/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11129,Pamela,Rucker,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
11129,Pamela,Rucker,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Excel, Level 1",9/15/2017, 2.63 ,G218,Andrea Forster,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Excel, Level 2",9/16/2017, 2.63 ,G218,Andrea Forster,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Excel, Level 3",9/17/2017, 2.63 ,G218,Andrea Forster,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11133,Arthur,Rubenstein,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
11133,Arthur,Rubenstein,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11153,Leslie,Quinlan,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Excel, Level 1",11/2/2017, 2.64 ,G218,Dave Warner,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Excel, Level 2",11/3/2017, 2.64 ,G218,Dave Warner,7,$145.00
11153,Leslie,Quinlan,PROD,"Microsoft Excel, Level 3",11/4/2017, 2.64 ,G218,Dave Warner,7,$145.00
11157,Erica,Hill,SALE,"Microsoft PowerPoint, Level 1",2/9/2018, 3.87 ,G107,Dave Warner,7,$145.00
11157,Erica,Hill,SALE,"Microsoft Word, Level 1",10/31/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11157,Erica,Hill,SALE,"Microsoft Word, Level 2",11/1/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11157,Erica,Hill,SALE,"Microsoft Word, Level 3",11/2/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11181,Brian,Carson,PROD,"Microsoft Windows 10, Level 1",10/12/2016, 3.01 ,R121,Lyle Krueger,7,$145.00
11181,Brian,Carson,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11222,Jane,Asher,ACCT,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11222,Jane,Asher,ACCT,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11222,Jane,Asher,ACCT,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11222,Jane,Asher,ACCT,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11222,Jane,Asher,ACCT,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11239,Jean,Lloyd,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Excel, Level 1",11/2/2017, 2.64 ,G218,Dave Warner,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Excel, Level 2",11/3/2017, 2.64 ,G218,Dave Warner,7,$145.00
11239,Jean,Lloyd,PROD,"Microsoft Excel, Level 3",11/4/2017, 2.64 ,G218,Dave Warner,7,$145.00
11249,Eleanor,Lancaster,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11249,Eleanor,Lancaster,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11249,Eleanor,Lancaster,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11249,Eleanor,Lancaster,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11249,Eleanor,Lancaster,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11407,Sheila,Simpson,SALE,"Microsoft PowerPoint, Level 1",2/9/2018, 3.87 ,G107,Dave Warner,7,$145.00
11407,Sheila,Simpson,SALE,"Microsoft Word, Level 1",10/31/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11407,Sheila,Simpson,SALE,"Microsoft Word, Level 2",11/1/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11407,Sheila,Simpson,SALE,"Microsoft Word, Level 3",11/2/2017, 4.00 ,R123,Terrie Urbas,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11463,Ned,McGuire,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Windows 10, Level 1",3/5/2017,,R121,Dan McIalwain,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Excel, Level 1",11/2/2017, 2.64 ,G218,Dave Warner,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Excel, Level 2",11/3/2017, 2.64 ,G218,Dave Warner,7,$145.00
11463,Ned,McGuire,PROD,"Microsoft Excel, Level 3",11/4/2017, 2.64 ,G218,Dave Warner,7,$145.00
11464,June,Cooper,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11464,June,Cooper,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11464,June,Cooper,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11464,June,Cooper,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11464,June,Cooper,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11524,Kurt,Kellerman,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11524,Kurt,Kellerman,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11524,Kurt,Kellerman,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11524,Kurt,Kellerman,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11524,Kurt,Kellerman,PROD,"Microsoft Windows 10, Level 2",2/1/2017, 3.23 ,R121,Lyle Krueger,7,$145.00
11582,Georgia,Robertson,ACCT,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11582,Georgia,Robertson,ACCT,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11582,Georgia,Robertson,ACCT,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11582,Georgia,Robertson,ACCT,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11582,Georgia,Robertson,ACCT,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Windows 10, Level 1",4/2/2018,,,,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Excel, Level 4",12/27/2017, 2.77 ,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft PowerPoint, Level 1",1/20/2017, 3.79 ,G107,Dave Warner,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Excel, Level 1",11/2/2017, 2.64 ,G218,Dave Warner,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Excel, Level 2",11/3/2017, 2.64 ,G218,Dave Warner,7,$145.00
11583,Charles,Webster,ENGR,"Microsoft Excel, Level 3",11/4/2017, 2.64 ,G218,Dave Warner,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Access, Level 4",8/5/2016, 3.48 ,G218,Bob Larson,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Access, Level 5",8/6/2016, 3.48 ,G218,Bob Larson,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11584,Jerry,Collins,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Windows 10, Level 1",4/2/2018,,,,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Windows 10, Level 2",4/17/2018,,,,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Excel, Level 4",11/6/2017, 2.76 ,G218,Andrea Forster,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Access, Level 1",3/2/2018,,G218,Bob Larson,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Access, Level 2",3/3/2018,,G218,Bob Larson,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Access, Level 3",3/4/2018,,G218,Bob Larson,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Access, Level 4",3/16/2018,,G218,Bob Larson,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Access, Level 5",3/17/2018,,G218,Bob Larson,7,$145.00
11585,Kathleen,Illi,PROD,Introduction to Computers,3/18/2017, 3.78 ,G219,Dan McIalwain,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Excel, Level 1",11/2/2017, 2.64 ,G218,Dave Warner,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Excel, Level 2",11/3/2017, 2.64 ,G218,Dave Warner,7,$145.00
11585,Kathleen,Illi,PROD,"Microsoft Excel, Level 3",11/4/2017, 2.64 ,G218,Dave Warner,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Access, Level 4",8/5/2016, 3.48 ,G218,Bob Larson,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Access, Level 5",8/6/2016, 3.48 ,G218,Bob Larson,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11616,Jeffrey,Wyman,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Access, Level 4",8/5/2016, 3.48 ,G218,Bob Larson,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Access, Level 5",8/6/2016, 3.48 ,G218,Bob Larson,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11624,Barry,Rosen,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Access, Level 4",8/5/2016, 3.48 ,G218,Bob Larson,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Access, Level 5",8/6/2016, 3.48 ,G218,Bob Larson,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11638,Barbara,Palmer,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Access, Level 1",7/22/2016, 3.30 ,G218,Bob Larson,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Access, Level 2",7/23/2016, 3.30 ,G218,Bob Larson,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Access, Level 3",7/24/2016, 3.30 ,G218,Bob Larson,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Access, Level 4",8/5/2016, 3.48 ,G218,Bob Larson,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Access, Level 5",8/6/2016, 3.48 ,G218,Bob Larson,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Windows 10, Level 2",3/19/2017, 3.24 ,R121,Dan McIalwain,7,$145.00
11715,Marilyn,Depner,PROD,"Microsoft Windows 10, Level 1",11/30/2016, 3.02 ,R121,Dennis Kinerk,7,$145.00
11730,Edwin,Brewster,MKTG,"Microsoft Word, Level 1",12/31/2017, 2.51 ,R123,Andrea Forster,7,$145.00
11730,Edwin,Brewster,MKTG,"Microsoft Word, Level 2",1/1/2018, 2.51 ,R123,Andrea Forster,7,$145.00
